order_id,customer_id,order_date,eta_days,delivery_date,order_status,total_amount,platform
ORD-2026-10058,CUST-418106,2026-05-11 08:00:00,6,2026-05-17 08:00:00,Cancelled,0.0,Amazon
ORD-2026-10059,CUST-171753,2026-04-03 08:00:00,5,2026-04-08 08:00:00,Shipped,0.0,Amazon
ORD-2026-10060,CUST-174362,2025-03-02 13:00:00,7,2025-03-08 13:00:00,Delivered,8330.3,Amazon
ORD-2026-10061,CUST-437707,2025-03-12 05:00:00,7,2025-03-18 05:00:00,Pending,0.0,Amazon
ORD-2026-10062,CUST-113828,2025-11-16 01:00:00,12,2025-11-28 01:00:00,Shipped,15818.66,Amazon
ORD-2026-10063,CUST-211398,2025-08-06 13:00:00,9,2025-08-15 13:00:00,Delivered,0.0,Amazon
ORD-2026-10064,CUST-323617,2024-11-12 08:00:00,9,2024-11-21 08:00:00,Cancelled,0.0,Amazon
ORD-2026-10065,CUST-376724,2025-10-13 11:00:00,8,2025-10-20 11:00:00,Pending,5324.48,Amazon
ORD-2026-10066,CUST-357062,2025-02-08 08:00:00,6,2025-02-14 08:00:00,Delivered,7399.469999999999,Amazon
ORD-2026-10067,CUST-256668,2025-04-11 05:00:00,9,2025-04-19 05:00:00,Delivered,3878.35,Amazon
ORD-2026-10068,CUST-257809,2024-09-07 01:00:00,4,2024-09-10 01:00:00,Delivered,12122.19,Amazon
ORD-2026-10069,CUST-181662,2025-05-20 04:00:00,11,2025-05-31 04:00:00,Pending,2793.48,Amazon
ORD-2026-10070,CUST-201156,2024-10-23 21:00:00,9,2024-10-31 21:00:00,Delivered,5317.41,Amazon
ORD-2026-10071,CUST-480622,2025-12-30 13:00:00,4,2026-01-02 13:00:00,Delivered,41820.85999999999,Amazon
ORD-2026-10072,CUST-273487,2025-10-22 08:00:00,12,2025-11-03 08:00:00,Delivered,331008.7,Amazon
ORD-2026-10073,CUST-186452,2025-11-04 22:00:00,4,2025-11-12 22:00:00,Delivered,1189.0,Amazon
ORD-2026-10074,CUST-390042,2024-11-05 11:00:00,8,2024-11-13 11:00:00,Unknown,0.0,Amazon
ORD-2026-10075,CUST-283359,2024-12-13 01:00:00,9,2024-12-22 01:00:00,Delivered,0.0,Amazon
ORD-2026-10076,CUST-340140,2025-04-07 10:00:00,11,2025-04-18 10:00:00,Pending,237692.46,Amazon
ORD-2026-10077,CUST-360427,2024-10-18 20:00:00,6,2024-10-24 20:00:00,Pending,1761.09,Amazon
ORD-2026-10078,CUST-350267,2026-03-06 02:00:00,10,2026-03-16 02:00:00,Unknown,62829.7,Amazon
ORD-2026-10079,CUST-351124,2026-03-03 16:00:00,12,2026-03-13 16:00:00,Cancelled,59834.44,Amazon
ORD-2026-10080,CUST-310407,2025-07-16 21:00:00,4,2025-07-20 21:00:00,Delivered,16894.92,Amazon
ORD-2026-10081,CUST-239670,2026-05-30 00:00:00,8,2026-06-07 00:00:00,Cancelled,25102.73,Amazon
ORD-2026-10082,CUST-107151,2025-07-09 13:00:00,6,2025-07-19 13:00:00,Delivered,0.0,Amazon
ORD-2026-10083,CUST-375280,2025-08-13 20:00:00,10,2025-08-23 20:00:00,Shipped,3564.74,Amazon
ORD-2026-10084,CUST-349983,2024-11-06 07:00:00,11,2024-11-15 07:00:00,Pending,0.0,Amazon
ORD-2026-10085,CUST-192761,2025-03-12 10:00:00,4,2025-03-18 10:00:00,Cancelled,63174.96,Amazon
ORD-2026-10086,CUST-325821,2026-02-06 10:00:00,9,2026-02-13 10:00:00,Delivered,10081.48,Amazon
ORD-2026-10087,CUST-131345,2024-09-14 17:00:00,9,2024-09-24 17:00:00,Delivered,0.0,Amazon
ORD-2026-10088,CUST-334236,2024-10-23 20:00:00,10,2024-11-02 20:00:00,Shipped,9964.15,Amazon
ORD-2026-10089,CUST-258996,2025-04-21 06:00:00,7,2025-04-28 06:00:00,Delivered,0.0,Amazon
ORD-2026-10090,CUST-428006,2025-02-01 05:00:00,5,2025-02-06 05:00:00,Shipped,0.0,Amazon
ORD-2026-10091,CUST-289235,2026-07-22 18:00:00,3,2026-07-25 18:00:00,Pending,0.0,Amazon
ORD-2026-10092,CUST-127772,2025-12-20 15:00:00,6,2025-12-26 15:00:00,Unknown,42144.12,Amazon
ORD-2026-10093,CUST-269099,2025-10-02 13:00:00,5,2025-10-07 13:00:00,Delivered,36112.18,Amazon
ORD-2026-10094,CUST-148721,2026-07-23 06:00:00,4,2026-07-27 06:00:00,Delivered,237.8,Amazon
ORD-2026-10095,CUST-271152,2025-02-01 15:00:00,8,2025-02-08 15:00:00,Delivered,87494.08,Amazon
ORD-2026-10096,CUST-293072,2026-06-13 18:00:00,9,2026-06-22 18:00:00,Unknown,27470.76,Amazon
ORD-2026-10097,CUST-149011,2026-07-04 22:00:00,12,2026-07-16 22:00:00,Delivered,179266.44,Amazon
ORD-2026-10098,CUST-363608,2024-09-12 08:00:00,9,2024-09-21 08:00:00,Pending,4103.559999999999,Amazon
ORD-2026-10099,CUST-379081,2024-12-04 06:00:00,10,2024-12-14 06:00:00,Delivered,6716.96,Amazon
ORD-2026-10100,CUST-275736,2025-02-20 17:00:00,4,2025-02-24 17:00:00,Delivered,0.0,Amazon
ORD-2026-10101,CUST-111971,2024-11-01 00:00:00,12,2024-11-13 00:00:00,Shipped,9120.72,Amazon
ORD-2026-10102,CUST-275663,2025-09-10 01:00:00,8,2025-09-18 01:00:00,Delivered,16348.92,Amazon
ORD-2026-10103,CUST-207457,2025-12-25 19:00:00,8,2026-01-02 19:00:00,Delivered,309.32,Amazon
ORD-2026-10104,CUST-356422,2024-10-13 23:00:00,12,2024-10-23 23:00:00,Delivered,0.0,Amazon
ORD-2026-10105,CUST-127869,2025-12-10 01:00:00,3,2025-12-12 01:00:00,Delivered,3336.72,Amazon
ORD-2026-10106,CUST-486633,2024-09-03 11:00:00,4,2024-09-07 11:00:00,Delivered,2057.95,Amazon
ORD-2026-10107,CUST-108989,2024-12-27 04:00:00,11,2025-01-12 04:00:00,Delivered,4516.7,Amazon
ORD-2026-10108,CUST-200184,2026-04-04 02:00:00,10,2026-04-13 02:00:00,Delivered,357408.43,Amazon
ORD-2026-10109,CUST-436481,2026-01-18 08:00:00,6,2026-01-24 08:00:00,Shipped,4371.8,Amazon
ORD-2026-10110,CUST-118417,2025-07-18 14:00:00,8,2025-07-26 14:00:00,Delivered,42242.33,Amazon
ORD-2026-10111,CUST-450594,2026-05-27 09:00:00,4,2026-05-31 09:00:00,Unknown,0.0,Amazon
ORD-2026-10112,CUST-268290,2026-03-12 13:00:00,7,2026-03-19 13:00:00,Delivered,5171.849999999999,Amazon
ORD-2026-10113,CUST-254199,2025-07-31 19:00:00,4,2025-08-04 19:00:00,Cancelled,25852.8,Amazon
ORD-2026-10114,CUST-159041,2026-03-30 00:00:00,7,2026-04-06 00:00:00,Delivered,80380.11,Amazon
ORD-2026-10115,CUST-255264,2025-07-02 04:00:00,9,2025-07-11 04:00:00,Cancelled,49093.23,Amazon
ORD-2026-10116,CUST-356802,2025-11-22 00:00:00,9,2025-12-01 00:00:00,Delivered,8271.38,Amazon
ORD-2026-10117,CUST-258539,2026-07-16 05:00:00,11,2026-07-29 05:00:00,Pending,64211.5,Amazon
ORD-2026-10118,CUST-388030,2025-07-20 19:00:00,5,2025-07-25 19:00:00,Delivered,0.0,Amazon
ORD-2026-10119,CUST-125078,2026-04-22 13:00:00,6,2026-04-28 13:00:00,Cancelled,836.62,Amazon
ORD-2026-10120,CUST-383346,2024-10-31 03:00:00,11,2024-11-09 03:00:00,Pending,339053.45,Amazon
ORD-2026-10121,CUST-323426,2025-05-18 06:00:00,10,2025-05-28 06:00:00,Delivered,14412.48,Amazon
ORD-2026-10122,CUST-431832,2025-06-15 16:00:00,9,2025-06-24 16:00:00,Delivered,0.0,Amazon
ORD-2026-10123,CUST-210971,2025-02-09 01:00:00,10,2025-02-17 01:00:00,Delivered,10289.48,Amazon
ORD-2026-10124,CUST-367934,2025-06-10 00:00:00,11,2025-06-21 00:00:00,Unknown,37476.98,Amazon
ORD-2026-10125,CUST-326500,2026-04-29 15:00:00,6,2026-05-04 15:00:00,Shipped,0.0,Amazon
ORD-2026-10126,CUST-246695,2025-11-28 23:00:00,7,2025-12-03 23:00:00,Delivered,8991.56,Amazon
ORD-2026-10127,CUST-328245,2025-08-05 03:00:00,11,2025-08-16 03:00:00,Shipped,13539.94,Amazon
ORD-2026-10128,CUST-266856,2025-03-09 01:00:00,9,2025-03-18 01:00:00,Delivered,2942.22,Amazon
ORD-2026-10129,CUST-233562,2025-10-07 02:00:00,6,2025-10-11 02:00:00,Delivered,25676.7,Amazon
ORD-2026-10130,CUST-138140,2024-08-06 19:00:00,8,2024-08-14 19:00:00,Delivered,24403.32,Amazon
ORD-2026-10131,CUST-141387,2024-12-29 04:00:00,3,2024-12-31 04:00:00,Delivered,142471.63,Amazon
ORD-2026-10132,CUST-106812,2024-11-14 12:00:00,3,2024-11-21 12:00:00,Delivered,1469.2,Amazon
ORD-2026-10133,CUST-495444,2026-02-08 18:00:00,11,2026-02-20 18:00:00,Shipped,0.0,Amazon
ORD-2026-10134,CUST-337782,2025-11-04 09:00:00,10,2025-11-13 09:00:00,Pending,2371.28,Amazon
ORD-2026-10135,CUST-187361,2025-07-08 06:00:00,3,2025-07-09 06:00:00,Delivered,21184.58,Amazon
ORD-2026-10136,CUST-166755,2025-11-08 03:00:00,4,2025-11-12 03:00:00,Delivered,0.0,Amazon
ORD-2026-10137,CUST-295465,2025-05-11 14:00:00,6,2025-05-15 14:00:00,Delivered,6901.7,Amazon
ORD-2026-10138,CUST-435595,2025-03-27 04:00:00,3,2025-03-29 04:00:00,Unknown,0.0,Amazon
ORD-2026-10139,CUST-158697,2024-09-08 09:00:00,4,2024-09-12 09:00:00,Shipped,2817.04,Amazon
ORD-2026-10140,CUST-114498,2025-04-03 02:00:00,7,2025-04-08 02:00:00,Shipped,3840.34,Amazon
ORD-2026-10141,CUST-408970,2026-04-11 04:00:00,10,2026-04-21 04:00:00,Delivered,136364.4,Amazon
ORD-2026-10142,CUST-109882,2025-10-23 09:00:00,8,2025-10-31 09:00:00,Unknown,140050.06,Amazon
ORD-2026-10143,CUST-255672,2025-04-06 02:00:00,8,2025-04-19 02:00:00,Delivered,106434.37,Amazon
ORD-2026-10144,CUST-286297,2025-01-25 13:00:00,6,2025-01-31 13:00:00,Shipped,4094.95,Amazon
ORD-2026-10145,CUST-435556,2025-10-04 13:00:00,4,2025-10-10 13:00:00,Unknown,104454.48,Amazon
ORD-2026-10146,CUST-159102,2025-07-20 12:00:00,5,2025-07-24 12:00:00,Delivered,0.0,Amazon
ORD-2026-10147,CUST-118539,2024-09-08 05:00:00,8,2024-09-15 05:00:00,Unknown,257885.25,Amazon
ORD-2026-10148,CUST-231988,2025-03-09 06:00:00,8,2025-03-17 06:00:00,Delivered,11214.24,Amazon
ORD-2026-10149,CUST-472966,2025-09-10 02:00:00,7,2025-09-17 02:00:00,Shipped,0.0,Amazon
ORD-2026-10150,CUST-126229,2025-09-22 11:00:00,8,2025-09-30 11:00:00,Delivered,3226.29,Amazon
ORD-2026-10151,CUST-328877,2025-07-08 16:00:00,8,2025-07-16 16:00:00,Delivered,121340.15,Amazon
ORD-2026-10152,CUST-132924,2024-08-17 13:00:00,3,2024-08-20 13:00:00,Shipped,23265.99,Amazon
ORD-2026-10153,CUST-212653,2024-12-22 08:00:00,8,2024-12-29 08:00:00,Delivered,74305.43,Amazon
ORD-2026-10154,CUST-466361,2025-11-02 10:00:00,7,2025-11-09 10:00:00,Shipped,0.0,Amazon
ORD-2026-10155,CUST-204177,2025-06-30 10:00:00,10,2025-07-10 10:00:00,Delivered,41710.14,Amazon
ORD-2026-10156,CUST-255296,2024-12-26 13:00:00,11,2025-01-06 13:00:00,Delivered,13307.88,Amazon
ORD-2026-10157,CUST-172726,2025-11-05 04:00:00,8,2025-11-18 04:00:00,Delivered,18616.65,Amazon
ORD-2026-10158,CUST-425860,2024-09-19 21:00:00,12,2024-10-01 21:00:00,Pending,35959.32,Amazon
ORD-2026-10159,CUST-281926,2025-03-30 12:00:00,6,2025-04-07 12:00:00,Delivered,406.58,Amazon
ORD-2026-10160,CUST-225443,2026-05-01 15:00:00,5,2026-05-06 15:00:00,Delivered,2974.95,Amazon
ORD-2026-10161,CUST-308630,2024-09-22 04:00:00,12,2024-10-05 04:00:00,Delivered,7201.75,Amazon
ORD-2026-10162,CUST-140267,2025-11-03 23:00:00,3,2025-11-06 23:00:00,Delivered,214976.19,Amazon
ORD-2026-10163,CUST-377101,2025-06-12 03:00:00,9,2025-06-24 03:00:00,Delivered,19660.08,Amazon
ORD-2026-10164,CUST-320459,2024-08-02 00:00:00,7,2024-08-09 00:00:00,Shipped,25776.66,Amazon
ORD-2026-10165,CUST-209704,2025-07-25 23:00:00,6,2025-08-04 23:00:00,Cancelled,888.48,Amazon
ORD-2026-10166,CUST-119141,2026-06-27 13:00:00,11,2026-07-08 13:00:00,Cancelled,130475.3,Amazon
ORD-2026-10167,CUST-375682,2026-02-09 15:00:00,9,2026-02-18 15:00:00,Delivered,16767.47,Amazon
ORD-2026-10168,CUST-113792,2024-09-06 13:00:00,12,2024-09-17 13:00:00,Unknown,8086.799999999999,Amazon
ORD-2026-10169,CUST-357727,2026-03-10 00:00:00,10,2026-03-20 00:00:00,Delivered,186482.18,Amazon
ORD-2026-10170,CUST-397082,2025-06-17 14:00:00,6,2025-06-21 14:00:00,Pending,1362.72,Amazon
ORD-2026-10171,CUST-468697,2024-10-11 02:00:00,12,2024-10-23 02:00:00,Delivered,21859.26,Amazon
ORD-2026-10172,CUST-391654,2025-01-24 02:00:00,12,2025-02-05 02:00:00,Unknown,64744.13,Amazon
ORD-2026-10173,CUST-137430,2026-07-10 16:00:00,10,2026-07-23 16:00:00,Shipped,6602.700000000001,Amazon
ORD-2026-10174,CUST-299140,2024-10-27 12:00:00,6,2024-11-02 12:00:00,Delivered,14701.8,Amazon
ORD-2026-10175,CUST-298970,2025-11-02 22:00:00,3,2025-11-06 22:00:00,Delivered,5376.15,Amazon
ORD-2026-10176,CUST-276238,2026-03-31 06:00:00,10,2026-04-08 06:00:00,Delivered,225139.21,Amazon
ORD-2026-10177,CUST-288074,2025-01-26 07:00:00,3,2025-01-31 07:00:00,Delivered,5985.24,Amazon
ORD-2026-10178,CUST-426063,2025-08-03 06:00:00,5,2025-08-10 06:00:00,Delivered,8316.7,Amazon
ORD-2026-10179,CUST-166324,2026-03-06 07:00:00,9,2026-03-15 07:00:00,Delivered,0.0,Amazon
ORD-2026-10180,CUST-482375,2026-07-08 07:00:00,5,2026-07-13 07:00:00,Delivered,422.32,Amazon
ORD-2026-10181,CUST-342191,2024-08-12 20:00:00,10,2024-08-22 20:00:00,Pending,0.0,Amazon
ORD-2026-10182,CUST-298916,2025-08-09 08:00:00,7,2025-08-15 08:00:00,Pending,45578.54,Amazon
ORD-2026-10183,CUST-148798,2026-01-19 09:00:00,5,2026-01-24 09:00:00,Pending,0.0,Amazon
ORD-2026-10184,CUST-148741,2026-03-14 22:00:00,7,2026-03-23 22:00:00,Delivered,389040.22,Amazon
ORD-2026-10185,CUST-122921,2025-06-18 02:00:00,7,2025-06-30 02:00:00,Delivered,10558.59,Amazon
ORD-2026-10186,CUST-498688,2025-09-27 10:00:00,10,2025-10-07 10:00:00,Delivered,154760.82,Amazon
ORD-2026-10187,CUST-303200,2025-11-22 01:00:00,11,2025-12-03 01:00:00,Shipped,92089.48,Amazon
ORD-2026-10188,CUST-409496,2025-10-21 18:00:00,8,2025-10-29 18:00:00,Delivered,1404.86,Amazon
ORD-2026-10189,CUST-154466,2025-05-25 06:00:00,12,2025-06-06 06:00:00,Delivered,47503.48,Amazon
ORD-2026-10190,CUST-330412,2024-12-21 03:00:00,5,2024-12-25 03:00:00,Delivered,0.0,Amazon
ORD-2026-10191,CUST-390002,2026-07-19 16:00:00,4,2026-07-28 16:00:00,Delivered,2005.75,Amazon
ORD-2026-10192,CUST-285267,2025-03-15 01:00:00,5,2025-03-20 01:00:00,Delivered,55266.43,Amazon
ORD-2026-10193,CUST-126036,2024-12-24 08:00:00,11,2025-01-04 08:00:00,Cancelled,2946.78,Amazon
ORD-2026-10194,CUST-259719,2025-01-22 12:00:00,9,2025-01-30 12:00:00,Shipped,1616.15,Amazon
ORD-2026-10195,CUST-401709,2026-06-25 08:00:00,11,2026-07-06 08:00:00,Delivered,6754.72,Amazon
ORD-2026-10196,CUST-435256,2025-09-21 23:00:00,8,2025-09-29 23:00:00,Delivered,0.0,Amazon
ORD-2026-10197,CUST-180695,2026-01-18 10:00:00,10,2026-01-28 10:00:00,Delivered,9228.28,Amazon
ORD-2026-10198,CUST-342997,2026-04-30 21:00:00,12,2026-05-11 21:00:00,Delivered,0.0,Amazon
ORD-2026-10199,CUST-197685,2025-06-29 23:00:00,11,2025-07-10 23:00:00,Delivered,254781.82,Amazon
ORD-2026-10200,CUST-244384,2024-11-16 18:00:00,5,2024-11-25 18:00:00,Shipped,6304.469999999999,Amazon
ORD-2026-10201,CUST-206230,2024-08-20 04:00:00,9,2024-09-02 04:00:00,Shipped,8813.14,Amazon
ORD-2026-10202,CUST-267876,2024-08-30 09:00:00,11,2024-09-10 09:00:00,Delivered,39477.58,Amazon
ORD-2026-10203,CUST-276885,2024-10-04 20:00:00,4,2024-10-08 20:00:00,Delivered,2846.12,Amazon
ORD-2026-10204,CUST-239670,2024-09-30 10:00:00,9,2024-10-09 10:00:00,Cancelled,0.0,Amazon
ORD-2026-10205,CUST-366704,2026-07-23 09:00:00,7,2026-08-01 09:00:00,Shipped,245594.64,Amazon
ORD-2026-10206,CUST-451008,2026-02-03 16:00:00,10,2026-02-13 16:00:00,Cancelled,6753.65,Amazon
ORD-2026-10207,CUST-471763,2024-08-28 10:00:00,6,2024-09-05 10:00:00,Delivered,0.0,Amazon
ORD-2026-10208,CUST-302160,2024-11-03 01:00:00,3,2024-11-06 01:00:00,Unknown,5856.549999999999,Amazon
ORD-2026-10209,CUST-299986,2026-04-08 07:00:00,12,2026-04-18 07:00:00,Delivered,0.0,Amazon
ORD-2026-10210,CUST-156782,2025-02-05 09:00:00,10,2025-02-19 09:00:00,Cancelled,2417.61,Amazon
ORD-2026-10211,CUST-251491,2025-08-30 11:00:00,8,2025-09-05 11:00:00,Delivered,11914.65,Amazon
ORD-2026-10212,CUST-156445,2025-04-05 07:00:00,10,2025-04-18 07:00:00,Cancelled,1850.41,Amazon
ORD-2026-10213,CUST-467004,2025-09-25 06:00:00,5,2025-09-30 06:00:00,Delivered,7242.72,Amazon
ORD-2026-10214,CUST-213477,2025-03-26 00:00:00,10,2025-04-05 00:00:00,Delivered,2153.92,Amazon
ORD-2026-10215,CUST-258711,2025-06-14 15:00:00,10,2025-06-22 15:00:00,Delivered,66980.03,Amazon
ORD-2026-10216,CUST-245414,2026-07-21 11:00:00,3,2026-07-24 11:00:00,Unknown,27995.23,Amazon
ORD-2026-10217,CUST-362256,2026-07-12 09:00:00,6,2026-07-18 09:00:00,Delivered,0.0,Amazon
ORD-2026-10218,CUST-394260,2025-02-09 14:00:00,9,2025-02-18 14:00:00,Shipped,127228.8,Amazon
ORD-2026-10219,CUST-316008,2026-07-13 01:00:00,3,2026-07-14 01:00:00,Delivered,1488.25,Amazon
ORD-2026-10220,CUST-469276,2024-07-28 18:00:00,5,2024-08-02 18:00:00,Shipped,0.0,Amazon
ORD-2026-10221,CUST-297685,2026-01-30 09:00:00,5,2026-02-05 09:00:00,Shipped,13800.19,Amazon
ORD-2026-10222,CUST-320947,2024-11-25 12:00:00,8,2024-12-03 12:00:00,Cancelled,23727.99,Amazon
ORD-2026-10223,CUST-312284,2025-04-21 07:00:00,7,2025-04-28 07:00:00,Delivered,3822.03,Amazon
ORD-2026-10224,CUST-342999,2025-10-30 14:00:00,9,2025-11-10 14:00:00,Delivered,5196.3,Amazon
ORD-2026-10225,CUST-289260,2024-08-28 20:00:00,5,2024-09-02 20:00:00,Unknown,77962.28,Amazon
ORD-2026-10226,CUST-235312,2026-05-19 04:00:00,3,2026-05-20 04:00:00,Delivered,0.0,Amazon
ORD-2026-10227,CUST-124639,2024-11-01 14:00:00,5,2024-11-08 14:00:00,Delivered,15344.65,Amazon
ORD-2026-10228,CUST-118539,2024-08-05 23:00:00,10,2024-08-14 23:00:00,Shipped,0.0,Amazon
ORD-2026-10229,CUST-171252,2025-04-28 14:00:00,7,2025-05-05 14:00:00,Shipped,0.0,Amazon
ORD-2026-10230,CUST-473920,2024-09-26 03:00:00,5,2024-10-01 03:00:00,Pending,17395.81,Amazon
ORD-2026-10231,CUST-168151,2025-01-30 10:00:00,10,2025-02-07 10:00:00,Cancelled,5113.77,Amazon
