review_id,product_id,customer_id,rating,review_text,review_date,platform
REV-100032,PRD-01410,CUST-327000,3.0,Not what I expected.,2026-08-01 03:00:00,Amazon
REV-100033,PRD-02101,CUST-187327,4.0,Average.,2026-03-06 02:00:00,Amazon
REV-100035,PRD-00589,CUST-293072,1.0,Great!,2025-10-22 13:00:00,Amazon
REV-100036,PRD-00937,CUST-112034,2.0,Loved it!,2026-06-08 00:00:00,Amazon
REV-100037,PRD-01982,CUST-328562,5.0,Average.,2025-09-17 06:00:00,Amazon
REV-100038,PRD-00907,CUST-480740,5.0,Loved it!,2025-08-23 09:00:00,Amazon
REV-100039,PRD-01894,CUST-271394,3.0,Not what I expected.,2026-07-29 16:00:00,Amazon
REV-100040,PRD-01953,CUST-277233,5.0,Good product.,2026-07-11 13:00:00,Amazon
REV-100041,PRD-02240,CUST-497810,5.0,Not what I expected.,2024-12-27 16:00:00,Amazon
REV-100042,PRD-00635,CUST-412199,4.0,Great!,2025-08-06 17:00:00,Amazon
REV-100043,PRD-00881,CUST-104800,2.0,Not what I expected.,2025-09-18 00:00:00,Amazon
REV-100044,PRD-01378,CUST-298876,4.0,Average.,2026-04-02 04:00:00,Amazon
REV-100045,PRD-01930,CUST-172726,1.0,Good product.,2025-11-28 04:00:00,Amazon
REV-100047,PRD-00502,CUST-444337,4.0,Average.,2025-04-01 05:00:00,Amazon
REV-100048,PRD-02308,CUST-428146,5.0,Loved it!,2025-05-20 14:00:00,Amazon
REV-100050,PRD-01813,CUST-378328,1.0,Average.,2026-01-11 04:00:00,Amazon
REV-100051,PRD-01994,CUST-351699,3.0,Average.,2026-06-10 14:00:00,Amazon
REV-100052,PRD-02419,CUST-271639,1.0,Loved it!,2024-12-31 09:00:00,Amazon
REV-100053,PRD-00213,CUST-420035,1.0,Great!,2026-05-13 23:00:00,Amazon
REV-100054,PRD-00258,CUST-494793,1.0,Good product.,2025-02-13 11:00:00,Amazon
REV-100055,PRD-00496,CUST-251557,4.0,Loved it!,2026-05-06 18:00:00,Amazon
REV-100056,PRD-00900,CUST-368621,3.0,Loved it!,2025-05-10 04:00:00,Amazon
REV-100057,PRD-00423,CUST-295617,4.0,Good product.,2025-04-10 06:00:00,Amazon
REV-100058,PRD-01344,CUST-274381,4.0,Good product.,2025-10-18 13:00:00,Amazon
REV-100059,PRD-00497,CUST-143598,4.0,Average.,2025-04-21 08:00:00,Amazon
REV-100060,PRD-01533,CUST-159092,1.0,Not what I expected.,2025-06-09 18:00:00,Amazon
REV-100061,PRD-02147,CUST-126277,3.0,Good product.,2025-09-10 10:00:00,Amazon
REV-100062,PRD-00195,CUST-127859,2.0,Good product.,2024-12-21 22:00:00,Amazon
REV-100063,PRD-02444,CUST-394890,3.0,Not what I expected.,2024-10-04 12:00:00,Amazon
REV-100064,PRD-01760,CUST-223048,3.0,Not what I expected.,2025-07-06 17:00:00,Amazon
REV-100065,PRD-00550,CUST-452190,4.0,Not what I expected.,2026-02-24 05:00:00,Amazon
REV-100067,PRD-00971,CUST-438236,3.0,Great!,2026-06-24 10:00:00,Amazon
REV-100068,PRD-01851,CUST-127797,4.0,Loved it!,2025-11-09 23:00:00,Amazon
REV-100069,PRD-00891,CUST-404733,2.0,Loved it!,2026-02-19 01:00:00,Amazon
REV-100070,PRD-00675,CUST-438409,3.0,Great!,2025-01-06 09:00:00,Amazon
REV-100071,PRD-01440,CUST-453341,4.0,Great!,2025-06-30 19:00:00,Amazon
REV-100072,PRD-01997,CUST-273802,1.0,Not what I expected.,2026-07-04 11:00:00,Amazon
REV-100073,PRD-01214,CUST-415443,5.0,Not what I expected.,2024-10-25 09:00:00,Amazon
REV-100074,PRD-01521,CUST-110861,5.0,Not what I expected.,2025-02-24 09:00:00,Amazon
REV-100076,PRD-01590,CUST-383404,2.0,Great!,2025-02-14 16:00:00,Amazon
REV-100078,PRD-00643,CUST-109184,5.0,Average.,2025-12-24 22:00:00,Amazon
REV-100079,PRD-00332,CUST-194568,3.0,Great!,2026-05-10 15:00:00,Amazon
REV-100080,PRD-01191,CUST-429683,1.0,Not what I expected.,2026-07-30 15:00:00,Amazon
REV-100081,PRD-00863,CUST-196656,1.0,Not what I expected.,2025-11-20 17:00:00,Amazon
REV-100082,PRD-02028,CUST-145995,1.0,Not what I expected.,2024-11-07 16:00:00,Amazon
REV-100083,PRD-01084,CUST-107151,3.0,Not what I expected.,2026-03-18 20:00:00,Amazon
REV-100084,PRD-01646,CUST-362930,2.0,Not what I expected.,2026-02-01 01:00:00,Amazon
REV-100085,PRD-01088,CUST-460302,2.0,Good product.,2025-01-18 17:00:00,Amazon
REV-100086,PRD-00801,CUST-394473,2.0,Not what I expected.,2025-06-23 22:00:00,Amazon
REV-100087,PRD-00725,CUST-312060,1.0,Good product.,2025-05-08 11:00:00,Amazon
REV-100088,PRD-00376,CUST-255999,4.0,Average.,2026-07-20 06:00:00,Amazon
REV-100089,PRD-00775,CUST-304784,3.0,Average.,2025-09-02 04:00:00,Amazon
REV-100090,PRD-00824,CUST-480878,3.0,Good product.,2025-09-27 20:00:00,Amazon
REV-100091,PRD-01202,CUST-204932,5.0,Great!,2025-08-31 06:00:00,Amazon
REV-100092,PRD-01697,CUST-411079,3.0,Not what I expected.,2025-06-02 23:00:00,Amazon
REV-100093,PRD-02343,CUST-149783,2.0,Loved it!,2026-01-28 17:00:00,Amazon
REV-100094,PRD-00379,CUST-350616,2.0,Great!,2025-12-16 20:00:00,Amazon
REV-100095,PRD-01995,CUST-487496,2.0,Great!,2025-09-19 04:00:00,Amazon
REV-100096,PRD-00092,CUST-230313,4.0,Loved it!,2024-10-03 19:00:00,Amazon
REV-100097,PRD-00507,CUST-298876,4.0,Loved it!,2026-04-02 04:00:00,Amazon
REV-100098,PRD-02343,CUST-421764,3.0,Not what I expected.,2025-05-23 08:00:00,Amazon
REV-100099,PRD-01359,CUST-396689,5.0,Good product.,2026-03-23 15:00:00,Amazon
REV-100100,PRD-02287,CUST-297798,5.0,Not what I expected.,2025-03-18 02:00:00,Amazon
REV-100101,PRD-01599,CUST-403833,2.0,Not what I expected.,2025-10-17 00:00:00,Amazon
REV-100102,PRD-01458,CUST-319349,5.0,Not what I expected.,2026-01-08 16:00:00,Amazon
REV-100103,PRD-01602,CUST-452642,2.0,Not what I expected.,2024-08-16 15:00:00,Amazon
REV-100104,PRD-01565,CUST-329929,2.0,Great!,2025-05-04 17:00:00,Amazon
REV-100105,PRD-00208,CUST-102651,4.0,Great!,2025-09-19 18:00:00,Amazon
REV-100106,PRD-00922,CUST-297308,4.0,Good product.,2026-07-23 07:00:00,Amazon
REV-100108,PRD-01986,CUST-390002,1.0,Average.,2025-07-28 22:00:00,Amazon
REV-100109,PRD-00589,CUST-445193,1.0,Good product.,2025-10-30 02:00:00,Amazon
REV-100110,PRD-00840,CUST-138084,3.0,Not what I expected.,2026-01-31 14:00:00,Amazon
REV-100111,PRD-02236,CUST-453548,5.0,Not what I expected.,2025-12-11 07:00:00,Amazon
REV-100112,PRD-00250,CUST-396523,1.0,Great!,2026-03-21 23:00:00,Amazon
REV-100113,PRD-01596,CUST-223048,2.0,Good product.,2026-04-15 01:00:00,Amazon
REV-100114,PRD-00975,CUST-363687,3.0,Loved it!,2024-10-30 19:00:00,Amazon
REV-100115,PRD-00077,CUST-457019,5.0,Average.,2026-03-05 20:00:00,Amazon
REV-100116,PRD-00041,CUST-443553,1.0,Good product.,2024-11-19 19:00:00,Amazon
REV-100117,PRD-01715,CUST-151045,5.0,Loved it!,2024-09-09 03:00:00,Amazon
REV-100118,PRD-01499,CUST-319204,1.0,Not what I expected.,2026-04-29 18:00:00,Amazon
REV-100119,PRD-01448,CUST-317430,2.0,Average.,2025-09-25 09:00:00,Amazon
REV-100120,PRD-01199,CUST-145995,4.0,Average.,2025-03-13 18:00:00,Amazon
REV-100121,PRD-00971,CUST-121093,5.0,Loved it!,2025-06-03 05:00:00,Amazon
REV-100122,PRD-00843,CUST-330639,4.0,Good product.,2026-07-14 01:00:00,Amazon
REV-100123,PRD-01100,CUST-368542,4.0,Good product.,2026-04-11 23:00:00,Amazon
REV-100124,PRD-00973,CUST-220196,2.0,Good product.,2026-01-14 15:00:00,Amazon
REV-100125,PRD-00906,CUST-486127,4.0,Average.,2024-10-13 23:00:00,Amazon
REV-100127,PRD-00087,CUST-319930,3.0,Great!,2026-03-30 18:00:00,Amazon
REV-100128,PRD-01885,CUST-174362,5.0,Average.,2025-05-24 07:00:00,Amazon
REV-100129,PRD-00931,CUST-231716,1.0,Average.,2025-12-31 00:00:00,Amazon
REV-100130,PRD-00866,CUST-459695,1.0,Good product.,2026-03-01 13:00:00,Amazon
REV-100132,PRD-02280,CUST-220103,5.0,Great!,2025-03-16 17:00:00,Amazon
REV-100133,PRD-01563,CUST-449756,5.0,Not what I expected.,2024-10-11 13:00:00,Amazon
REV-100135,PRD-00732,CUST-272401,4.0,Good product.,2024-09-25 00:00:00,Amazon
REV-100136,PRD-02333,CUST-168425,5.0,Not what I expected.,2025-08-04 05:00:00,Amazon
REV-100137,PRD-01065,CUST-132995,3.0,Great!,2026-04-12 15:00:00,Amazon
REV-100138,PRD-01546,CUST-252692,2.0,Loved it!,2024-09-06 09:00:00,Amazon
REV-100139,PRD-00627,CUST-493943,4.0,Not what I expected.,2026-06-21 11:00:00,Amazon
REV-100140,PRD-02200,CUST-324241,4.0,Not what I expected.,2025-07-16 08:00:00,Amazon
REV-100141,PRD-01030,CUST-166232,5.0,Good product.,2025-10-04 16:00:00,Amazon
REV-100142,PRD-02033,CUST-149783,3.0,Great!,2024-09-10 17:00:00,Amazon
REV-100143,PRD-00767,CUST-339642,4.0,Great!,2024-12-26 02:00:00,Amazon
REV-100144,PRD-00245,CUST-248624,1.0,Average.,2026-01-07 03:00:00,Amazon
REV-100145,PRD-02069,CUST-236566,1.0,Good product.,2025-05-30 03:00:00,Amazon
REV-100146,PRD-01236,CUST-166467,4.0,Great!,2025-08-10 02:00:00,Amazon
REV-100147,PRD-01816,CUST-440190,5.0,Loved it!,2025-05-07 00:00:00,Amazon
REV-100148,PRD-01824,CUST-113542,5.0,Average.,2025-05-05 05:00:00,Amazon
REV-100149,PRD-00387,CUST-107450,5.0,Loved it!,2025-04-12 23:00:00,Amazon
REV-100151,PRD-00045,CUST-254354,1.0,Good product.,2025-04-03 11:00:00,Amazon
REV-100152,PRD-01027,CUST-224607,2.0,Loved it!,2025-11-18 23:00:00,Amazon
REV-100153,PRD-02333,CUST-323595,4.0,Good product.,2026-05-26 09:00:00,Amazon
REV-100154,PRD-01470,CUST-237951,3.0,Not what I expected.,2024-08-14 16:00:00,Amazon
REV-100155,PRD-00471,CUST-289433,3.0,Not what I expected.,2025-07-14 03:00:00,Amazon
REV-100156,PRD-01386,CUST-152424,5.0,Average.,2025-01-01 08:00:00,Amazon
REV-100157,PRD-00773,CUST-186818,4.0,Loved it!,2025-06-06 01:00:00,Amazon
REV-100158,PRD-00286,CUST-409924,3.0,Not what I expected.,2025-12-09 00:00:00,Amazon
REV-100159,PRD-00188,CUST-185593,1.0,Loved it!,2026-06-17 19:00:00,Amazon
REV-100160,PRD-01333,CUST-409741,2.0,Good product.,2025-07-02 12:00:00,Amazon
REV-100161,PRD-02452,CUST-204109,4.0,Average.,2024-09-11 06:00:00,Amazon
REV-100162,PRD-02064,CUST-149783,3.0,Not what I expected.,2025-12-07 15:00:00,Amazon
REV-100163,PRD-00392,CUST-438312,3.0,Loved it!,2026-03-09 22:00:00,Amazon
REV-100164,PRD-01829,CUST-181751,1.0,Not what I expected.,2026-02-01 09:00:00,Amazon
REV-100165,PRD-01969,CUST-491337,4.0,Loved it!,2026-05-04 22:00:00,Amazon
REV-100166,PRD-00409,CUST-470973,3.0,Average.,2026-03-27 04:00:00,Amazon
REV-100167,PRD-00229,CUST-448788,2.0,Loved it!,2026-03-04 14:00:00,Amazon
REV-100168,PRD-00054,CUST-312284,2.0,Average.,2025-10-12 18:00:00,Amazon
REV-100169,PRD-00247,CUST-403748,2.0,Good product.,2024-10-17 11:00:00,Amazon
REV-100170,PRD-00035,CUST-386638,4.0,Good product.,2025-04-03 15:00:00,Amazon
REV-100171,PRD-02444,CUST-253650,2.0,Good product.,2025-11-24 06:00:00,Amazon
REV-100172,PRD-01569,CUST-372529,5.0,Not what I expected.,2026-03-19 16:00:00,Amazon
REV-100173,PRD-00073,CUST-239480,2.0,Average.,2025-08-27 15:00:00,Amazon
REV-100174,PRD-01003,CUST-474017,4.0,Loved it!,2024-09-13 11:00:00,Amazon
REV-100175,PRD-00724,CUST-202177,1.0,Great!,2025-06-12 17:00:00,Amazon
REV-100176,PRD-02226,CUST-338316,5.0,Good product.,2025-07-13 23:00:00,Amazon
REV-100177,PRD-01924,CUST-110443,3.0,Not what I expected.,2025-04-06 10:00:00,Amazon
REV-100179,PRD-02378,CUST-345509,1.0,Good product.,2025-09-14 08:00:00,Amazon
REV-100180,PRD-01383,CUST-440902,5.0,Not what I expected.,2025-12-05 13:00:00,Amazon
REV-100181,PRD-00024,CUST-440878,3.0,Average.,2024-09-16 03:00:00,Amazon
REV-100182,PRD-01170,CUST-101749,3.0,Not what I expected.,2025-03-28 13:00:00,Amazon
REV-100183,PRD-01062,CUST-412390,2.0,Good product.,2024-11-10 03:00:00,Amazon
REV-100184,PRD-00352,CUST-326941,3.0,Not what I expected.,2026-05-15 02:00:00,Amazon
REV-100185,PRD-01570,CUST-215897,2.0,Loved it!,2025-05-14 01:00:00,Amazon
REV-100186,PRD-02141,CUST-116098,2.0,Good product.,2025-08-03 00:00:00,Amazon
REV-100187,PRD-02433,CUST-130188,5.0,Loved it!,2024-10-14 08:00:00,Amazon
REV-100188,PRD-02479,CUST-400115,1.0,Loved it!,2025-02-09 22:00:00,Amazon
REV-100189,PRD-01462,CUST-125644,5.0,Great!,2025-11-04 00:00:00,Amazon
REV-100190,PRD-02196,CUST-414227,5.0,Great!,2025-12-05 17:00:00,Amazon
REV-100191,PRD-00973,CUST-279637,4.0,Good product.,2025-04-10 21:00:00,Amazon
REV-100192,PRD-01911,CUST-417972,4.0,Not what I expected.,2025-08-03 14:00:00,Amazon
REV-100193,PRD-01979,CUST-338376,2.0,Good product.,2024-12-25 08:00:00,Amazon
REV-100194,PRD-01230,CUST-317885,1.0,Loved it!,2024-10-11 06:00:00,Amazon
REV-100195,PRD-01845,CUST-129178,3.0,Good product.,2025-09-24 16:00:00,Amazon
REV-100196,PRD-02324,CUST-329695,1.0,Average.,2026-03-15 19:00:00,Amazon
REV-100197,PRD-02424,CUST-136617,3.0,Not what I expected.,2026-07-13 15:00:00,Amazon
REV-100198,PRD-00800,CUST-476038,2.0,Not what I expected.,2025-06-13 03:00:00,Amazon
REV-100199,PRD-00259,CUST-332838,1.0,Not what I expected.,2025-10-31 12:00:00,Amazon
REV-100202,PRD-01582,CUST-161450,3.0,Average.,2025-03-10 06:00:00,Amazon
REV-100203,PRD-00199,CUST-158003,2.0,Loved it!,2024-12-15 05:00:00,Amazon
REV-100204,PRD-00874,CUST-437712,2.0,Good product.,2025-02-26 23:00:00,Amazon
REV-100205,PRD-01670,CUST-242962,5.0,Great!,2024-11-22 21:00:00,Amazon
REV-100206,PRD-00490,CUST-371699,2.0,Great!,2025-11-11 07:00:00,Amazon
REV-100207,PRD-01680,CUST-176831,1.0,Average.,2026-03-05 10:00:00,Amazon
REV-100208,PRD-00103,CUST-373533,4.0,Not what I expected.,2025-05-05 19:00:00,Amazon
REV-100209,PRD-00660,CUST-240134,1.0,Average.,2025-10-18 11:00:00,Amazon
REV-100210,PRD-01477,CUST-325493,1.0,Average.,2025-01-04 01:00:00,Amazon
REV-100211,PRD-02256,CUST-228496,5.0,Average.,2026-06-01 01:00:00,Amazon
REV-100212,PRD-01639,CUST-244894,5.0,Great!,2024-10-22 06:00:00,Amazon
REV-100213,PRD-00117,CUST-450411,3.0,Average.,2025-08-27 13:00:00,Amazon
REV-100214,PRD-00999,CUST-263452,2.0,Not what I expected.,2026-01-18 11:00:00,Amazon
REV-100215,PRD-01061,CUST-450211,3.0,Loved it!,2026-03-13 13:00:00,Amazon
REV-100216,PRD-02260,CUST-283791,5.0,Loved it!,2024-09-05 15:00:00,Amazon
REV-100217,PRD-01213,CUST-356878,3.0,Great!,2026-01-23 02:00:00,Amazon
REV-100219,PRD-00350,CUST-293920,1.0,Loved it!,2026-02-22 03:00:00,Amazon
REV-100220,PRD-01892,CUST-272849,5.0,Great!,2024-11-25 00:00:00,Amazon
REV-100221,PRD-00903,CUST-343403,2.0,Average.,2025-04-30 20:00:00,Amazon
REV-100222,PRD-01880,CUST-266595,5.0,Loved it!,2026-01-22 22:00:00,Amazon
REV-100223,PRD-00854,CUST-114930,5.0,Loved it!,2025-04-18 09:00:00,Amazon
REV-100224,PRD-01084,CUST-338542,1.0,Loved it!,2024-10-13 00:00:00,Amazon
REV-100225,PRD-01214,CUST-218391,2.0,Average.,2024-12-23 14:00:00,Amazon
REV-100226,PRD-01992,CUST-112034,3.0,Great!,2026-06-08 00:00:00,Amazon
REV-100228,PRD-00730,CUST-272465,3.0,Average.,2024-09-08 23:00:00,Amazon
REV-100229,PRD-00912,CUST-213748,3.0,Average.,2024-10-21 16:00:00,Amazon
REV-100230,PRD-02016,CUST-244991,5.0,Great!,2024-09-15 22:00:00,Amazon
REV-100231,PRD-01715,CUST-281063,5.0,Great!,2025-07-28 19:00:00,Amazon
REV-100232,PRD-01206,CUST-473244,5.0,Great!,2025-12-13 15:00:00,Amazon
REV-100233,PRD-00597,CUST-115907,1.0,Great!,2025-04-15 22:00:00,Amazon
REV-100234,PRD-00037,CUST-481939,5.0,Average.,2025-07-11 09:00:00,Amazon
REV-100235,PRD-00087,CUST-409499,3.0,Good product.,2024-09-09 02:00:00,Amazon
REV-100236,PRD-01095,CUST-341790,5.0,Loved it!,2025-03-24 05:00:00,Amazon
REV-100237,PRD-01637,CUST-237917,2.0,Average.,2025-08-12 11:00:00,Amazon
REV-100238,PRD-02030,CUST-208776,4.0,Not what I expected.,2025-04-07 11:00:00,Amazon
REV-100239,PRD-01904,CUST-285952,2.0,Good product.,2025-09-15 06:00:00,Amazon
REV-100240,PRD-02207,CUST-280643,1.0,Not what I expected.,2024-10-07 17:00:00,Amazon
REV-100241,PRD-00215,CUST-415160,1.0,Loved it!,2026-01-21 07:00:00,Amazon
REV-100242,PRD-00213,CUST-153867,5.0,Not what I expected.,2025-07-05 09:00:00,Amazon
REV-100243,PRD-00642,CUST-432107,1.0,Average.,2025-11-28 00:00:00,Amazon
REV-100244,PRD-01099,CUST-143598,3.0,Loved it!,2025-04-21 08:00:00,Amazon
REV-100246,PRD-02384,CUST-187436,2.0,Not what I expected.,2026-01-05 10:00:00,Amazon
REV-100247,PRD-01981,CUST-168008,3.0,Great!,2026-01-28 08:00:00,Amazon
REV-100248,PRD-01432,CUST-279373,4.0,Not what I expected.,2025-09-17 02:00:00,Amazon
REV-100249,PRD-00154,CUST-170893,1.0,Not what I expected.,2026-01-04 07:00:00,Amazon
REV-100250,PRD-00762,CUST-498254,1.0,Great!,2026-06-21 00:00:00,Amazon
REV-100251,PRD-00648,CUST-445193,4.0,Great!,2026-01-25 22:00:00,Amazon
REV-100252,PRD-01520,CUST-295917,2.0,Great!,2024-10-18 17:00:00,Amazon
REV-100253,PRD-00996,CUST-240620,3.0,Not what I expected.,2026-05-06 19:00:00,Amazon
REV-100254,PRD-02182,CUST-315016,3.0,Good product.,2026-06-18 08:00:00,Amazon
REV-100255,PRD-01011,CUST-409585,1.0,Loved it!,2025-05-19 05:00:00,Amazon
REV-100256,PRD-01966,CUST-411122,2.0,Average.,2025-05-13 19:00:00,Amazon
REV-100257,PRD-02070,CUST-472928,5.0,Loved it!,2025-11-28 21:00:00,Amazon
REV-100258,PRD-00421,CUST-113262,5.0,Not what I expected.,2025-07-25 21:00:00,Amazon
REV-100259,PRD-02344,CUST-269022,3.0,Average.,2025-04-24 00:00:00,Amazon
REV-100260,PRD-02146,CUST-455218,1.0,Not what I expected.,2025-08-13 20:00:00,Amazon
REV-100261,PRD-00188,CUST-329204,3.0,Good product.,2026-05-30 19:00:00,Amazon
REV-100262,PRD-01106,CUST-289688,3.0,Average.,2025-12-21 22:00:00,Amazon
REV-100263,PRD-01253,CUST-158447,2.0,Not what I expected.,2024-08-16 20:00:00,Amazon
REV-100264,PRD-01523,CUST-488338,4.0,Average.,2025-08-02 00:00:00,Amazon
REV-100265,PRD-01317,CUST-328686,3.0,Loved it!,2025-12-16 22:00:00,Amazon
REV-100266,PRD-01681,CUST-268003,2.0,Loved it!,2024-08-22 03:00:00,Amazon
REV-100267,PRD-02085,CUST-201801,1.0,Good product.,2026-07-27 10:00:00,Amazon
REV-100268,PRD-02488,CUST-134478,5.0,Good product.,2026-05-26 21:00:00,Amazon
REV-100269,PRD-02461,CUST-464361,3.0,Good product.,2025-12-17 13:00:00,Amazon
REV-100270,PRD-01104,CUST-343403,4.0,Good product.,2026-01-09 17:00:00,Amazon
REV-100271,PRD-00966,CUST-286155,3.0,Good product.,2026-02-17 03:00:00,Amazon
REV-100272,PRD-02148,CUST-455451,3.0,Good product.,2026-02-23 20:00:00,Amazon
REV-100273,PRD-00765,CUST-119257,2.0,Loved it!,2024-10-13 18:00:00,Amazon
REV-100274,PRD-01599,CUST-252990,1.0,Good product.,2025-05-08 07:00:00,Amazon
REV-100276,PRD-00298,CUST-127797,4.0,Not what I expected.,2025-01-30 05:00:00,Amazon
REV-100277,PRD-01586,CUST-152424,4.0,Loved it!,2025-06-05 05:00:00,Amazon
REV-100278,PRD-00172,CUST-217509,4.0,Not what I expected.,2024-11-07 05:00:00,Amazon
REV-100279,PRD-01109,CUST-424057,4.0,Loved it!,2025-05-21 15:00:00,Amazon
REV-100280,PRD-00348,CUST-165912,5.0,Loved it!,2024-12-04 07:00:00,Amazon
REV-100281,PRD-01289,CUST-421032,4.0,Not what I expected.,2025-08-20 11:00:00,Amazon
REV-100282,PRD-01504,CUST-338316,2.0,Good product.,2024-08-17 10:00:00,Amazon
REV-100283,PRD-00350,CUST-273844,1.0,Loved it!,2025-09-28 04:00:00,Amazon
REV-100285,PRD-01111,CUST-256809,2.0,Good product.,2025-06-18 03:00:00,Amazon
REV-100286,PRD-00956,CUST-393677,1.0,Not what I expected.,2025-04-11 07:00:00,Amazon
REV-100289,PRD-01207,CUST-362622,5.0,Loved it!,2025-08-29 11:00:00,Amazon
REV-100290,PRD-01564,CUST-446901,4.0,Average.,2026-06-25 07:00:00,Amazon
REV-100291,PRD-00958,CUST-306087,4.0,Great!,2025-02-17 04:00:00,Amazon
REV-100292,PRD-01260,CUST-409394,3.0,Average.,2026-05-12 02:00:00,Amazon
REV-100293,PRD-00346,CUST-219312,5.0,Average.,2025-01-17 07:00:00,Amazon
REV-100294,PRD-01641,CUST-152626,2.0,Good product.,2026-03-12 19:00:00,Amazon
REV-100295,PRD-01677,CUST-458928,2.0,Average.,2024-10-02 11:00:00,Amazon
REV-100296,PRD-00837,CUST-214819,3.0,Great!,2025-01-21 22:00:00,Amazon
REV-100297,PRD-00529,CUST-432343,5.0,Loved it!,2024-10-01 13:00:00,Amazon
REV-100298,PRD-01488,CUST-289993,5.0,Not what I expected.,2025-12-01 03:00:00,Amazon
REV-100299,PRD-00711,CUST-398194,2.0,Not what I expected.,2026-01-18 07:00:00,Amazon
REV-100301,PRD-01349,CUST-318675,4.0,Loved it!,2025-05-22 23:00:00,Amazon
REV-100302,PRD-00575,CUST-320139,5.0,Good product.,2024-12-03 18:00:00,Amazon
REV-100304,PRD-02088,CUST-203492,2.0,Good product.,2026-03-11 16:00:00,Amazon
REV-100305,PRD-01852,CUST-275252,5.0,Good product.,2026-05-11 01:00:00,Amazon
REV-100306,PRD-01883,CUST-294484,1.0,Good product.,2025-09-20 06:00:00,Amazon
REV-100307,PRD-00176,CUST-258480,5.0,Loved it!,2026-04-02 12:00:00,Amazon
REV-100309,PRD-01414,CUST-236048,1.0,Loved it!,2024-11-14 17:00:00,Amazon
REV-100310,PRD-00524,CUST-208885,4.0,Average.,2025-04-04 14:00:00,Amazon
REV-100312,PRD-00336,CUST-446861,5.0,Loved it!,2024-08-16 22:00:00,Amazon
REV-100313,PRD-00515,CUST-129352,5.0,Not what I expected.,2026-03-12 03:00:00,Amazon
REV-100314,PRD-01537,CUST-319194,3.0,Loved it!,2026-02-11 12:00:00,Amazon
REV-100315,PRD-00930,CUST-367817,4.0,Good product.,2024-10-12 08:00:00,Amazon
REV-100317,PRD-02234,CUST-220023,2.0,Good product.,2025-09-07 18:00:00,Amazon
REV-100318,PRD-00812,CUST-486208,2.0,Average.,2026-03-14 17:00:00,Amazon
