order_item_id,order_id,product_id,quantity,unit_price,total_price,platform
ITM-100158,ORD-2026-20137,PRD-02388,1,919.58,919.58,Amazon
ITM-100159,ORD-2026-13621,PRD-00229,2,64438.96,128877.92,Amazon
ITM-100160,ORD-2026-27739,PRD-00350,4,945.75,3783.0,Amazon
ITM-100161,ORD-2026-21153,PRD-00387,2,2084.48,4168.96,Amazon
ITM-100162,ORD-2026-14413,PRD-01257,3,7379.96,22139.88,Amazon
ITM-100163,ORD-2026-25858,PRD-01591,5,519.4,2597.0,Amazon
ITM-100164,ORD-2026-24877,PRD-00896,4,3151.61,12606.44,Amazon
ITM-100165,ORD-2026-27405,PRD-00771,3,5114.15,15342.45,Amazon
ITM-100166,ORD-2026-13828,PRD-01314,3,5389.18,16167.54,Amazon
ITM-100167,ORD-2026-19319,PRD-02500,2,1370.64,2741.28,Amazon
ITM-100168,ORD-2026-21616,PRD-01992,5,603.18,3015.9,Amazon
ITM-100169,ORD-2026-20808,PRD-00440,4,1055.25,4221.0,Amazon
ITM-100170,ORD-2026-11815,PRD-01192,2,1125.68,2251.36,Amazon
ITM-100171,ORD-2026-12897,PRD-02375,2,410.78,821.56,Amazon
ITM-100172,ORD-2026-22661,PRD-01724,3,866.45,2599.35,Amazon
ITM-100173,ORD-2026-15598,PRD-00177,3,51577.05,154731.15,Amazon
ITM-100174,ORD-2026-25814,PRD-00359,3,2985.22,8955.66,Amazon
ITM-100175,ORD-2026-14903,PRD-01431,1,6519.27,6519.27,Amazon
ITM-100176,ORD-2026-19051,PRD-00710,4,596.78,2387.12,Amazon
ITM-100177,ORD-2026-24994,PRD-00634,4,538.83,2155.32,Amazon
ITM-100178,ORD-2026-12606,PRD-00413,5,713.14,3565.7,Amazon
ITM-100179,ORD-2026-23277,PRD-00182,1,10338.48,10338.48,Amazon
ITM-100180,ORD-2026-12241,PRD-00632,5,221.88,1109.4,Amazon
ITM-100181,ORD-2026-10598,PRD-01584,5,742.18,3710.9,Amazon
ITM-100182,ORD-2026-11538,PRD-01639,1,264.58,264.58,Amazon
ITM-100183,ORD-2026-21948,PRD-01062,1,2416.74,2416.74,Amazon
ITM-100184,ORD-2026-21186,PRD-00151,1,25129.67,25129.67,Amazon
ITM-100185,ORD-2026-18856,PRD-01846,5,4381.11,21905.55,Amazon
ITM-100186,ORD-2026-23429,PRD-01989,4,2374.62,9498.48,Amazon
ITM-100187,ORD-2026-25135,PRD-02116,5,4096.69,20483.45,Amazon
ITM-100188,ORD-2026-21228,PRD-00776,2,11911.79,23823.58,Amazon
ITM-100189,ORD-2026-27063,PRD-01003,3,1872.49,5617.47,Amazon
ITM-100190,ORD-2026-22823,PRD-00062,4,23466.15,93864.6,Amazon
ITM-100191,ORD-2026-13085,PRD-02126,2,3121.28,6242.56,Amazon
ITM-100192,ORD-2026-12275,PRD-00963,4,3707.37,14829.48,Amazon
ITM-100193,ORD-2026-23444,PRD-00507,2,979.5,1959.0,Amazon
ITM-100194,ORD-2026-21520,PRD-02341,3,435.22,1305.66,Amazon
ITM-100195,ORD-2026-10705,PRD-01687,3,461.26,1383.78,Amazon
ITM-100196,ORD-2026-27403,PRD-02198,4,7649.4,30597.6,Amazon
ITM-100197,ORD-2026-23626,PRD-00952,5,10717.12,53585.60000000001,Amazon
ITM-100198,ORD-2026-10102,PRD-01381,2,8174.46,16348.92,Amazon
ITM-100199,ORD-2026-17469,PRD-02159,3,2129.84,6389.52,Amazon
ITM-100200,ORD-2026-10847,PRD-00242,2,72755.28,145510.56,Amazon
ITM-100201,ORD-2026-23421,PRD-02120,1,2680.14,2680.14,Amazon
ITM-100202,ORD-2026-18822,PRD-00632,5,221.88,1109.4,Amazon
ITM-100203,ORD-2026-19265,PRD-01500,5,6590.66,32953.3,Amazon
ITM-100204,ORD-2026-20140,PRD-01031,4,528.65,2114.6,Amazon
ITM-100205,ORD-2026-22173,PRD-02261,2,1048.75,2097.5,Amazon
ITM-100206,ORD-2026-15067,PRD-01604,2,778.12,1556.24,Amazon
ITM-100207,ORD-2026-22133,PRD-00098,3,10248.04,30744.12,Amazon
ITM-100208,ORD-2026-12779,PRD-01947,1,4799.06,4799.06,Amazon
ITM-100209,ORD-2026-10604,PRD-02392,1,1243.31,1243.31,Amazon
ITM-100210,ORD-2026-17876,PRD-02101,2,3648.05,7296.1,Amazon
ITM-100211,ORD-2026-25400,PRD-00976,3,1049.35,3148.05,Amazon
ITM-100212,ORD-2026-18241,PRD-01342,5,4120.85,20604.25,Amazon
ITM-100213,ORD-2026-22113,PRD-01684,4,140.0,560.0,Amazon
ITM-100214,ORD-2026-25189,PRD-00074,5,20797.22,103986.1,Amazon
ITM-100215,ORD-2026-17681,PRD-00166,1,27218.48,27218.48,Amazon
ITM-100216,ORD-2026-24832,PRD-02283,1,1213.01,1213.01,Amazon
ITM-100217,ORD-2026-11846,PRD-00504,2,139.76,279.52,Amazon
ITM-100218,ORD-2026-10596,PRD-00479,1,1526.74,1526.74,Amazon
ITM-100219,ORD-2026-20861,PRD-01939,3,3029.55,9088.650000000001,Amazon
ITM-100220,ORD-2026-15579,PRD-00036,5,66201.74,331008.7,Amazon
ITM-100221,ORD-2026-13620,PRD-00894,2,10118.65,20237.3,Amazon
ITM-100222,ORD-2026-20742,PRD-00841,3,9109.7,27329.1,Amazon
ITM-100223,ORD-2026-25446,PRD-00219,3,12478.38,37435.14,Amazon
ITM-100224,ORD-2026-26308,PRD-01778,4,2992.66,11970.64,Amazon
ITM-100225,ORD-2026-21379,PRD-01620,1,785.96,785.96,Amazon
ITM-100226,ORD-2026-12512,PRD-00201,1,61999.29,61999.29,Amazon
ITM-100227,ORD-2026-26466,PRD-02029,3,3227.3,9681.900000000001,Amazon
ITM-100228,ORD-2026-16905,PRD-00528,2,970.01,1940.02,Amazon
ITM-100229,ORD-2026-23383,PRD-02207,3,5300.57,15901.71,Amazon
ITM-100230,ORD-2026-14290,PRD-02469,3,231.08,693.24,Amazon
ITM-100231,ORD-2026-18511,PRD-02304,1,1429.68,1429.68,Amazon
ITM-100232,ORD-2026-14653,PRD-02351,5,951.75,4758.75,Amazon
ITM-100233,ORD-2026-25533,PRD-01676,1,906.34,906.34,Amazon
ITM-100234,ORD-2026-23960,PRD-00767,4,3025.94,12103.76,Amazon
ITM-100235,ORD-2026-13215,PRD-00058,4,9571.82,38287.28,Amazon
ITM-100236,ORD-2026-22212,PRD-02362,2,301.48,602.96,Amazon
ITM-100237,ORD-2026-10233,PRD-02017,5,6685.28,33426.4,Amazon
ITM-100238,ORD-2026-26987,PRD-00425,3,1607.48,4822.440000000001,Amazon
ITM-100239,ORD-2026-24601,PRD-01412,5,7378.93,36894.65,Amazon
ITM-100240,ORD-2026-13528,PRD-00819,1,4856.97,4856.97,Amazon
ITM-100241,ORD-2026-24750,PRD-00935,1,2503.61,2503.61,Amazon
ITM-100242,ORD-2026-27566,PRD-01424,3,2424.22,7272.66,Amazon
ITM-100243,ORD-2026-18250,PRD-00820,3,4406.59,13219.77,Amazon
ITM-100244,ORD-2026-27377,PRD-01508,4,119.85,479.4,Amazon
ITM-100245,ORD-2026-10711,PRD-01354,1,678.33,678.33,Amazon
ITM-100246,ORD-2026-21918,PRD-01417,1,3097.33,3097.33,Amazon
ITM-100247,ORD-2026-26331,PRD-02431,4,1259.41,5037.64,Amazon
ITM-100248,ORD-2026-24721,PRD-02284,2,1325.39,2650.78,Amazon
ITM-100249,ORD-2026-26568,PRD-01046,2,2005.46,4010.92,Amazon
ITM-100250,ORD-2026-19262,PRD-01602,4,448.54,1794.16,Amazon
ITM-100251,ORD-2026-11497,PRD-00023,1,37132.54,37132.54,Amazon
ITM-100252,ORD-2026-26811,PRD-00669,1,723.63,723.63,Amazon
ITM-100253,ORD-2026-24032,PRD-00843,2,12991.63,25983.26,Amazon
ITM-100254,ORD-2026-27020,PRD-00961,3,14376.32,43128.96,Amazon
ITM-100255,ORD-2026-27649,PRD-00559,3,440.34,1321.02,Amazon
ITM-100256,ORD-2026-23446,PRD-01444,4,4882.77,19531.08,Amazon
ITM-100257,ORD-2026-25785,PRD-02090,3,548.15,1644.45,Amazon
ITM-100258,ORD-2026-13854,PRD-00124,2,75954.65,151909.3,Amazon
ITM-100259,ORD-2026-17473,PRD-00854,5,8990.78,44953.9,Amazon
ITM-100260,ORD-2026-24374,PRD-01927,4,1274.15,5096.6,Amazon
ITM-100261,ORD-2026-11323,PRD-01457,1,5347.68,5347.68,Amazon
ITM-100262,ORD-2026-11470,PRD-01017,5,694.61,3473.05,Amazon
ITM-100263,ORD-2026-22867,PRD-01658,2,376.43,752.86,Amazon
ITM-100264,ORD-2026-18539,PRD-00668,1,499.56,499.56,Amazon
ITM-100265,ORD-2026-23419,PRD-01902,3,2782.93,8348.789999999999,Amazon
ITM-100266,ORD-2026-24852,PRD-00596,4,123.22,492.88,Amazon
ITM-100267,ORD-2026-16902,PRD-01440,3,6703.41,20110.23,Amazon
ITM-100268,ORD-2026-23246,PRD-02216,4,6730.29,26921.16,Amazon
ITM-100269,ORD-2026-26677,PRD-00333,2,2210.58,4421.16,Amazon
ITM-100270,ORD-2026-13601,PRD-01885,2,615.61,1231.22,Amazon
ITM-100271,ORD-2026-12927,PRD-00650,1,452.43,452.43,Amazon
ITM-100272,ORD-2026-25133,PRD-00465,4,1076.6,4306.4,Amazon
ITM-100273,ORD-2026-21836,PRD-02451,5,297.86,1489.3,Amazon
ITM-100274,ORD-2026-18658,PRD-01297,3,5752.47,17257.41,Amazon
ITM-100275,ORD-2026-19814,PRD-00320,4,695.4,2781.6,Amazon
ITM-100276,ORD-2026-19551,PRD-01229,5,1028.48,5142.4,Amazon
ITM-100277,ORD-2026-17251,PRD-00804,3,2329.7,6989.099999999999,Amazon
ITM-100278,ORD-2026-20794,PRD-02465,2,521.75,1043.5,Amazon
ITM-100279,ORD-2026-17990,PRD-02363,2,808.06,1616.12,Amazon
ITM-100280,ORD-2026-10587,PRD-01848,1,4875.83,4875.83,Amazon
ITM-100281,ORD-2026-24802,PRD-00087,2,64053.09,128106.18,Amazon
ITM-100282,ORD-2026-24178,PRD-02101,2,3648.05,7296.1,Amazon
ITM-100283,ORD-2026-21063,PRD-00106,2,54413.81,108827.62,Amazon
ITM-100284,ORD-2026-19814,PRD-00046,4,65562.27,262249.08,Amazon
ITM-100285,ORD-2026-10106,PRD-01246,1,2057.95,2057.95,Amazon
ITM-100286,ORD-2026-20241,PRD-01894,4,678.48,2713.92,Amazon
ITM-100287,ORD-2026-24825,PRD-00471,5,571.47,2857.35,Amazon
ITM-100288,ORD-2026-19993,PRD-01578,2,515.94,1031.88,Amazon
ITM-100289,ORD-2026-12277,PRD-00958,5,1079.14,5395.700000000001,Amazon
ITM-100290,ORD-2026-27806,PRD-00912,5,6940.74,34703.7,Amazon
ITM-100291,ORD-2026-13756,PRD-00945,4,10513.63,42054.52,Amazon
ITM-100292,ORD-2026-27669,PRD-01223,2,775.7,1551.4,Amazon
ITM-100293,ORD-2026-22196,PRD-01148,4,1613.47,6453.88,Amazon
ITM-100294,ORD-2026-25377,PRD-02447,3,1208.94,3626.82,Amazon
ITM-100295,ORD-2026-25403,PRD-01436,3,5657.08,16971.24,Amazon
ITM-100296,ORD-2026-27825,PRD-01981,2,3135.88,6271.76,Amazon
ITM-100297,ORD-2026-19535,PRD-01159,5,2408.85,12044.25,Amazon
ITM-100298,ORD-2026-12453,PRD-00181,4,22360.72,89442.88,Amazon
ITM-100299,ORD-2026-14924,PRD-00724,5,385.25,1926.25,Amazon
ITM-100300,ORD-2026-25543,PRD-00617,3,690.58,2071.74,Amazon
ITM-100301,ORD-2026-21818,PRD-01780,4,2324.87,9299.48,Amazon
ITM-100302,ORD-2026-14098,PRD-00163,4,59096.32,236385.28,Amazon
ITM-100303,ORD-2026-15250,PRD-01774,4,2969.82,11879.28,Amazon
ITM-100304,ORD-2026-23707,PRD-02493,2,393.07,786.14,Amazon
ITM-100305,ORD-2026-12595,PRD-01263,2,1687.23,3374.46,Amazon
ITM-100306,ORD-2026-15437,PRD-01743,2,960.13,1920.26,Amazon
ITM-100307,ORD-2026-10299,PRD-01248,4,953.2,3812.8,Amazon
ITM-100308,ORD-2026-14653,PRD-01511,5,650.42,3252.1,Amazon
ITM-100309,ORD-2026-14944,PRD-00502,1,704.49,704.49,Amazon
ITM-100310,ORD-2026-24403,PRD-01197,5,1161.88,5809.400000000001,Amazon
ITM-100311,ORD-2026-13461,PRD-01779,3,241.49,724.47,Amazon
ITM-100312,ORD-2026-10096,PRD-01782,3,4759.39,14278.17,Amazon
ITM-100313,ORD-2026-16858,PRD-00203,2,77986.01,155972.02,Amazon
ITM-100314,ORD-2026-17028,PRD-02206,1,3140.68,3140.68,Amazon
ITM-100315,ORD-2026-16074,PRD-00247,2,77553.81,155107.62,Amazon
ITM-100316,ORD-2026-17883,PRD-01102,5,1796.67,8983.35,Amazon
ITM-100317,ORD-2026-17581,PRD-02104,2,579.58,1159.16,Amazon
ITM-100318,ORD-2026-23103,PRD-01296,3,2749.25,8247.75,Amazon
ITM-100319,ORD-2026-17269,PRD-00323,3,2036.08,6108.24,Amazon
ITM-100320,ORD-2026-21381,PRD-02186,2,400.31,800.62,Amazon
ITM-100321,ORD-2026-12723,PRD-01353,5,8965.53,44827.65,Amazon
ITM-100322,ORD-2026-27703,PRD-02090,4,548.15,2192.6,Amazon
ITM-100323,ORD-2026-18747,PRD-01998,5,4437.59,22187.95,Amazon
ITM-100324,ORD-2026-14285,PRD-01085,2,2338.78,4677.56,Amazon
ITM-100325,ORD-2026-13104,PRD-00331,5,2885.85,14429.25,Amazon
ITM-100326,ORD-2026-10504,PRD-00739,3,947.05,2841.15,Amazon
ITM-100327,ORD-2026-15601,PRD-00496,1,1726.07,1726.07,Amazon
ITM-100328,ORD-2026-27908,PRD-01674,3,158.75,476.25,Amazon
ITM-100329,ORD-2026-19657,PRD-01532,3,81.08,243.24,Amazon
ITM-100330,ORD-2026-19215,PRD-02328,4,1111.4,4445.6,Amazon
ITM-100331,ORD-2026-20132,PRD-01499,2,5176.14,10352.28,Amazon
ITM-100332,ORD-2026-13598,PRD-00870,4,9147.36,36589.44,Amazon
ITM-100333,ORD-2026-27286,PRD-01673,4,612.91,2451.64,Amazon
ITM-100334,ORD-2026-10480,PRD-00951,2,3444.76,6889.52,Amazon
ITM-100335,ORD-2026-22690,PRD-00613,5,119.33,596.65,Amazon
ITM-100336,ORD-2026-17834,PRD-02106,1,417.96,417.96,Amazon
ITM-100337,ORD-2026-17414,PRD-01797,4,3184.84,12739.36,Amazon
ITM-100338,ORD-2026-17016,PRD-01932,4,1306.95,5227.8,Amazon
ITM-100339,ORD-2026-27043,PRD-01100,5,767.7,3838.5,Amazon
ITM-100340,ORD-2026-10187,PRD-00184,2,45842.18,91684.36,Amazon
ITM-100341,ORD-2026-27141,PRD-01859,3,4764.02,14292.06,Amazon
ITM-100342,ORD-2026-24866,PRD-00825,5,13190.12,65950.6,Amazon
